return_id,order_item_id,return_date,return_reason,refund_amount,return_status
2052,37238,2024-02-03,Not as Described,97.76,Approved
2053,37259,2022-08-05,Not as Described,2349.75,Approved
2054,37306,2024-11-30,Damaged,823.62,Approved
2055,37372,2024-02-23,Wrong Item,455.96,Approved
2056,37381,2026-01-19,Wrong Item,100.25,Rejected
2057,37467,2022-09-19,Changed Mind,100.27,Approved
2058,37483,2025-11-05,Changed Mind,610.83,Rejected
2059,37487,2022-11-30,Wrong Item,459.15,Rejected
2060,37518,2025-02-02,Changed Mind,667.84,Approved
2061,37528,2023-07-20,Changed Mind,197.3,Rejected
2062,37557,2023-11-05,Changed Mind,568.06,Approved
2063,37562,2023-11-30,Damaged,46.98,Approved
2064,37567,2024-04-23,Damaged,2116.45,Approved
2065,37665,2025-09-19,Wrong Item,749.54,Rejected
2066,37682,2024-12-05,Damaged,104.63,Approved
2067,37717,2025-11-21,Wrong Item,67.12,Approved
2068,37774,2024-12-04,Damaged,500.91,Rejected
2069,37780,2022-12-11,Changed Mind,1002.12,Rejected
2070,37785,2023-02-17,Changed Mind,843.78,Rejected
2071,37787,2023-09-07,Damaged,204.66,Approved
2072,37797,2023-06-06,Damaged,421.81,Approved
2073,37799,2022-03-20,Not as Described,343.09,Approved
2074,37808,2022-12-21,Late Delivery,155.68,Rejected
2075,37820,2025-10-24,Wrong Item,330.4,Rejected
2076,37822,2025-10-24,Damaged,323.28,Rejected
2077,37823,2026-01-11,Changed Mind,136.37,Approved
2078,37858,2022-10-25,Wrong Item,201.23,Rejected
2079,37867,2024-03-05,Late Delivery,482.63,Approved
